scenario,planner,num_vehicles,seed,vehicle_id,success,plan_time_ms,path_length,nodes,start_error_m,goal_error_m,collision_free
road_open,rrt,20,0,16,1,0.039099977584555745,163.7631430534122,1,0.0,0.0,1
road_open,rrt,20,0,17,1,0.03960001049563289,167.84385682338183,1,0.0,0.0,1
road_open,rrt,20,0,18,1,0.03779999678954482,160.96421229314342,1,0.0,0.0,1
road_open,rrt,20,0,19,1,0.03940000897273421,165.3592411904225,1,0.0,0.0,1
road_open,rrt,20,1,0,1,0.04080001963302493,164.05465485188952,1,0.0,0.0,1
road_open,rrt,20,1,1,1,0.041399995097890496,164.27510353728505,1,0.0,0.0,1
road_open,rrt,20,1,2,1,0.05569998756982386,163.8407551334267,1,0.0,0.0,1
road_open,rrt,20,1,3,1,0.04040001658722758,165.66891173513739,1,0.0,0.0,1
road_open,rrt,20,1,4,1,0.038799975300207734,163.95402955434068,1,0.0,0.0,1
road_open,rrt,20,1,5,1,0.03959998139180243,166.03868395868636,1,0.0,0.0,1
road_open,rrt,20,1,6,1,0.0391000066883862,165.16627896503306,1,0.0,0.0,1
road_open,rrt,20,1,7,1,0.05390000296756625,164.99413705424558,1,0.0,0.0,1
road_open,rrt,20,1,8,1,0.039399979868903756,163.91051319721768,1,0.0,0.0,1
road_open,rrt,20,1,9,1,0.04080001963302493,162.78495858195342,1,0.0,0.0,1
road_open,rrt,20,1,10,1,0.0391000066883862,161.80348079090965,1,0.0,0.0,1
road_open,rrt,20,1,11,1,0.04270000499673188,161.8951070673231,1,0.0,0.0,1
road_open,rrt,20,1,12,1,0.03940000897273421,165.79249454850972,1,0.0,0.0,1
road_open,rrt,20,1,13,1,0.0391000066883862,164.10681886950596,1,0.0,0.0,1
road_open,rrt,20,1,14,1,0.03919997834600508,164.99090378742505,1,0.0,0.0,1
road_open,rrt,20,1,15,1,0.039700011257082224,164.58485572862327,1,0.0,0.0,1
road_open,rrt,20,1,16,1,0.03929997910745442,163.7631430534122,1,0.0,0.0,1
road_open,rrt,20,1,17,1,0.04010001430287957,167.84385682338183,1,0.0,0.0,1
road_open,rrt,20,1,18,1,0.03809999907389283,160.96421229314342,1,0.0,0.0,1
road_open,rrt,20,1,19,1,0.09509999654255807,165.3592411904225,1,0.0,0.0,1
road_open,rrt,20,2,0,1,0.0686999992467463,164.05465485188952,1,0.0,0.0,1
road_open,rrt,20,2,1,1,0.06910000229254365,164.27510353728505,1,0.0,0.0,1
road_open,rrt,20,2,2,1,0.06999998004175723,163.8407551334267,1,0.0,0.0,1
road_open,rrt,20,2,3,1,0.07040001219138503,165.66891173513739,1,0.0,0.0,1
road_open,rrt,20,2,4,1,0.07040001219138503,163.95402955434068,1,0.0,0.0,1
road_open,rrt,20,2,5,1,0.0748000165913254,166.03868395868636,1,0.0,0.0,1
road_open,rrt,20,2,6,1,0.07249999907799065,165.16627896503306,1,0.0,0.0,1
road_open,rrt,20,2,7,1,0.06809999467805028,164.99413705424558,1,0.0,0.0,1
road_open,rrt,20,2,8,1,0.07840001489967108,163.91051319721768,1,0.0,0.0,1
road_open,rrt,20,2,9,1,0.07039998308755457,162.78495858195342,1,0.0,0.0,1
road_open,rrt,20,2,10,1,0.06930000381544232,161.80348079090965,1,0.0,0.0,1
road_open,rrt,20,2,11,1,0.13000000035390258,161.8951070673231,1,0.0,0.0,1
road_open,rrt,20,2,12,1,0.06469999789260328,165.79249454850972,1,0.0,0.0,1
road_open,rrt,20,2,13,1,0.05460000829771161,164.10681886950596,1,0.0,0.0,1
road_open,rrt,20,2,14,1,0.060999998822808266,164.99090378742505,1,0.0,0.0,1
road_open,rrt,20,2,15,1,0.041099992813542485,164.58485572862327,1,0.0,0.0,1
road_open,rrt,20,2,16,1,0.04099999205209315,163.7631430534122,1,0.0,0.0,1
road_open,rrt,20,2,17,1,0.0678999931551516,167.84385682338183,1,0.0,0.0,1
road_open,rrt,20,2,18,1,0.06010002107359469,160.96421229314342,1,0.0,0.0,1
road_open,rrt,20,2,19,1,0.06439999560825527,165.3592411904225,1,0.0,0.0,1
road_open,rrt,20,3,0,1,0.05829997826367617,164.05465485188952,1,0.0,0.0,1
road_open,rrt,20,3,1,1,0.04429998807609081,164.27510353728505,1,0.0,0.0,1
road_open,rrt,20,3,2,1,0.03989998367615044,163.8407551334267,1,0.0,0.0,1
road_open,rrt,20,3,3,1,0.08589998469687998,165.66891173513739,1,0.0,0.0,1
road_open,rrt,20,3,4,1,0.04049998824484646,163.95402955434068,1,0.0,0.0,1
road_open,rrt,20,3,5,1,0.04029998672194779,166.03868395868636,1,0.0,0.0,1
road_open,rrt,20,3,6,1,0.03989998367615044,165.16627896503306,1,0.0,0.0,1
road_open,rrt,20,3,7,1,0.04309997893869877,164.99413705424558,1,0.0,0.0,1
road_open,rrt,20,3,8,1,0.04060001811012626,163.91051319721768,1,0.0,0.0,1
road_open,rrt,20,3,9,1,0.03940000897273421,162.78495858195342,1,0.0,0.0,1
road_open,rrt,20,3,10,1,0.039000005926936865,161.80348079090965,1,0.0,0.0,1
road_open,rrt,20,3,11,1,0.03860000288113952,161.8951070673231,1,0.0,0.0,1
road_open,rrt,20,3,12,1,0.040099985199049115,165.79249454850972,1,0.0,0.0,1
road_open,rrt,20,3,13,1,0.0850000069476664,164.10681886950596,1,0.0,0.0,1
road_open,rrt,20,3,14,1,0.0675999908708036,164.99090378742505,1,0.0,0.0,1
road_open,rrt,20,3,15,1,0.06489999941550195,164.58485572862327,1,0.0,0.0,1
road_open,rrt,20,3,16,1,0.06719998782500625,163.7631430534122,1,0.0,0.0,1
road_open,rrt,20,3,17,1,0.06940000457689166,167.84385682338183,1,0.0,0.0,1
road_open,rrt,20,3,18,1,0.0467000063508749,160.96421229314342,1,0.0,0.0,1
road_open,rrt,20,3,19,1,0.04539999645203352,165.3592411904225,1,0.0,0.0,1
road_open,rrt,20,4,0,1,0.04719998105429113,164.05465485188952,1,0.0,0.0,1
road_open,rrt,20,4,1,1,0.0509000092279166,164.27510353728505,1,0.0,0.0,1
road_open,rrt,20,4,2,1,0.06590000702999532,163.8407551334267,1,0.0,0.0,1
road_open,rrt,20,4,3,1,0.06439999560825527,165.66891173513739,1,0.0,0.0,1
road_open,rrt,20,4,4,1,0.05789997521787882,163.95402955434068,1,0.0,0.0,1
road_open,rrt,20,4,5,1,0.05600001895800233,166.03868395868636,1,0.0,0.0,1
road_open,rrt,20,4,6,1,0.062000006437301636,165.16627896503306,1,0.0,0.0,1
road_open,rrt,20,4,7,1,0.07239999831654131,164.99413705424558,1,0.0,0.0,1
road_open,rrt,20,4,8,1,0.06439999560825527,163.91051319721768,1,0.0,0.0,1
